\N	troublesome formation	Early Tertiary|65.5000|33.9000	Late Pliocene|3.6000|2.5880
\N	troublesome formation	Oligocene|33.90000|23.03000	Precambrian|4000.0000|542.0000
\N	park formation	Miocene|23.03000|5.33300	Eocene|56.00000|33.90000
\N	north park formation	Paleocene|66.00000|56.00000	Late Tertiary|23.0300|2.5880
\N	colorado shale	Paleocene|66.00000|56.00000	Miocene|23.03000|5.33300
\N	park formation	Early Eocene|55.8000|48.6000	Late Cretaceous|99.6000|65.5000
\N	boulder conglomerate	Mesozoic|252.17000|66.00000	Quaternary|2.58800|0.00000
\N	park formation	Paleozoic|541.00000|252.17000	Pliocene|5.33300|2.58800
\N	park formation	Cretaceous|145.00000|66.00000	Precambrian|4000.0000|542.0000
\N	morrison formation	Triassic|252.17000|201.30000	Precambrian|4000.0000|542.0000
\N	boulder conglomerate	Pliocene|5.33300|2.58800	Mesozoic|252.17000|66.00000
\N	arikaree formation	Miocene|23.03000|5.33300	Leonard|290.10000|268.00000
\N	arikaree formation	Miocene|23.03000|5.33300	Leonard|290.10000|268.00000
\N	north park formation	Paleocene|66.00000|56.00000	Miocene|23.03000|5.33300
\N	colorado shale	Paleocene|66.00000|56.00000	Late Tertiary|23.0300|2.5880
\N	gap volcanic member	Early Tertiary|65.5000|33.9000	Pliocene|5.33300|2.58800
\N	colorado shale	Precambrian|4000.0000|542.0000	Late Tertiary|23.0300|2.5880
\N	rabbit ears volcanics	Pliocene|5.33300|2.58800	Paleocene|66.00000|56.00000
\N	rabbit ears volcanics	Pliocene|5.33300|2.58800	Paleocene|66.00000|56.00000
\N	park formation	Precambrian|4000.0000|542.0000	Tertiary|66.00000|2.58800
\N	north park formation	Late Cretaceous|99.6000|65.5000	Oligocene|33.90000|23.03000
\N	colorado shale	Pleistocene|2.58800|0.01170	Eocene|56.00000|33.90000
\N	troublesome formation	Precambrian|4000.0000|542.0000	Mesozoic|252.17000|66.00000
\N	park formation	Late Miocene|11.6080|5.3320	Early Eocene|55.8000|48.6000
\N	colorado shale	Cambrian|541.00000|485.40000	Late Miocene|11.6080|5.3320
\N	park formation	Late Pliocene|3.6000|2.5880	Cretaceous|145.00000|66.00000
\N	park formation	Middle Tertiary|33.9000|23.0300	Late Cretaceous|99.6000|65.5000
\N	park formation	Middle Miocene|15.9700|11.6080	Cretaceous|145.00000|66.00000
\N	colorado shale	Eocene|56.00000|33.90000	Late Tertiary|23.0300|2.5880
\N	north park formation	Eocene|56.00000|33.90000	Miocene|23.03000|5.33300
\N	park formation	Miocene|23.03000|5.33300	Late Cretaceous|99.6000|65.5000
\N	benton formation	Mesozoic|252.17000|66.00000	Precambrian|4000.0000|542.0000
\N	colorado shale	Pleistocene|2.58800|0.01170	Paleocene|66.00000|56.00000
\N	colorado shale	Pleistocene|2.58800|0.01170	Paleocene|66.00000|56.00000
\N	north park formation	Late Cretaceous|99.6000|65.5000	Late Miocene|11.6080|5.3320
\N	north park formation	Late Cretaceous|99.6000|65.5000	Late Miocene|11.6080|5.3320
\N	park formation	Early Tertiary|65.5000|33.9000	Miocene|23.03000|5.33300
\N	rabbit ears volcanics	Early Miocene|23.0300|15.9700	Precambrian|4000.0000|542.0000
\N	park formation	Late Miocene|11.6080|5.3320	Early Tertiary|65.5000|33.9000
\N	dakota sandstone	Late Jurassic|161.2000|145.5000	Precambrian|4000.0000|542.0000
\N	park formation	Late Tertiary|23.0300|2.5880	Late Cretaceous|99.6000|65.5000
\N	colorado shale	Eocene|56.00000|33.90000	Late Miocene|11.6080|5.3320
\N	windy gap member	Precambrian|4000.0000|542.0000	Pliocene|5.33300|2.58800
\N	north park formation	Late Cretaceous|99.6000|65.5000	Late Tertiary|23.0300|2.5880
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Miocene|23.03000|5.33300
\N	arikaree formation	Leonard|290.10000|268.00000	Tertiary|66.00000|2.58800
\N	troublesome formation	Mesozoic|252.17000|66.00000	Middle Miocene|15.9700|11.6080
\N	morrison formation	Tertiary|66.00000|2.58800	Jurassic|201.30000|145.00000
\N	park formation	Cretaceous|145.00000|66.00000	Late Pliocene|3.6000|2.5880
\N	chugwater formation	Late Jurassic|161.2000|145.5000	Permian|298.90000|252.17000
\N	chugwater formation	Late Jurassic|161.2000|145.5000	Permian|298.90000|252.17000
\N	colorado shale	Late Pliocene|3.6000|2.5880	Late Cretaceous|99.6000|65.5000
\N	colorado shale	Late Pliocene|3.6000|2.5880	Late Cretaceous|99.6000|65.5000
\N	colorado shale	Cambrian|541.00000|485.40000	Late Tertiary|23.0300|2.5880
\N	park formation	Pliocene|5.33300|2.58800	Precambrian|4000.0000|542.0000
\N	windy gap member	Paleocene|66.00000|56.00000	Pliocene|5.33300|2.58800
\N	windy gap member	Paleocene|66.00000|56.00000	Pliocene|5.33300|2.58800
\N	morrison formation	Early Cretaceous|145.5000|99.6000	Triassic|252.17000|201.30000
\N	troublesome formation	Precambrian|4000.0000|542.0000	Early Oligocene|33.9000|28.4000
\N	park formation	Early Oligocene|33.9000|28.4000	Precambrian|4000.0000|542.0000
\N	colorado shale	Precambrian|4000.0000|542.0000	Late Miocene|11.6080|5.3320
\N	north park formation	Early Eocene|55.8000|48.6000	Pliocene|5.33300|2.58800
\N	colorado shale	Tertiary|66.00000|2.58800	Precambrian|4000.0000|542.0000
\N	niobrara formation	Cretaceous|145.00000|66.00000	Precambrian|4000.0000|542.0000
\N	pierre shale	Late Cretaceous|99.6000|65.5000	Precambrian|4000.0000|542.0000
\N	windy gap member	Early Tertiary|65.5000|33.9000	Late Cretaceous|99.6000|65.5000
\N	colorado shale	Paleocene|66.00000|56.00000	Late Miocene|11.6080|5.3320
\N	north park formation	Middle Miocene|15.9700|11.6080	Paleocene|66.00000|56.00000
\N	north park formation	Paleocene|66.00000|56.00000	Late Miocene|11.6080|5.3320
\N	colorado shale	Tertiary|66.00000|2.58800	Cambrian|541.00000|485.40000
\N	park formation	Late Tertiary|23.0300|2.5880	Eocene|56.00000|33.90000
\N	colorado shale	Late Pliocene|3.6000|2.5880	Paleocene|66.00000|56.00000
\N	colorado shale	Late Pliocene|3.6000|2.5880	Paleocene|66.00000|56.00000
\N	pete gulch member	Tertiary|66.00000|2.58800	Precambrian|4000.0000|542.0000
\N	park formation	Middle Tertiary|33.9000|23.0300	Paleozoic|541.00000|252.17000
\N	benton shale	Early Cretaceous|145.5000|99.6000	Late Cretaceous|99.6000|65.5000
\N	troublesome formation	Cenozoic|66.00000|0.00000	Precambrian|4000.0000|542.0000
\N	north park formation	Pliocene|5.33300|2.58800	Mesozoic|252.17000|66.00000
\N	park formation	Miocene|23.03000|5.33300	Paleozoic|541.00000|252.17000
\N	benton formation	Precambrian|4000.0000|542.0000	Cretaceous|145.00000|66.00000
\N	colorado shale	Late Pliocene|3.6000|2.5880	Eocene|56.00000|33.90000
\N	park formation	Late Tertiary|23.0300|2.5880	Paleocene|66.00000|56.00000
\N	pete gulch member	Precambrian|4000.0000|542.0000	Oligocene|33.90000|23.03000
\N	north park formation	Middle Miocene|15.9700|11.6080	Late Cretaceous|99.6000|65.5000
\N	colorado shale	Cambrian|541.00000|485.40000	Miocene|23.03000|5.33300
\N	park formation	Early Eocene|55.8000|48.6000	Paleozoic|541.00000|252.17000
\N	rabbit ears volcanics	Miocene|23.03000|5.33300	Precambrian|4000.0000|542.0000
\N	north park formation	Late Cretaceous|99.6000|65.5000	Early Eocene|55.8000|48.6000
\N	north park formation	Late Cretaceous|99.6000|65.5000	Miocene|23.03000|5.33300
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Late Tertiary|23.0300|2.5880
\N	rabbit ears volcanics	Middle Tertiary|33.9000|23.0300	Precambrian|4000.0000|542.0000
\N	park formation	Early Tertiary|65.5000|33.9000	Late Tertiary|23.0300|2.5880
\N	troublesome formation	Early Pliocene|5.3320|3.6000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Early Tertiary|65.5000|33.9000	Precambrian|4000.0000|542.0000
\N	north park formation	Eocene|56.00000|33.90000	Late Miocene|11.6080|5.3320
\N	chugwater formation	Triassic|252.17000|201.30000	Precambrian|4000.0000|542.0000
\N	north park formation	Mesozoic|252.17000|66.00000	Late Miocene|11.6080|5.3320
\N	colorado shale	Late Tertiary|23.0300|2.5880	Precambrian|4000.0000|542.0000
\N	rabbit ears volcanics	Late Cretaceous|99.6000|65.5000	Oligocene|33.90000|23.03000
\N	benton formation	Late Cretaceous|99.6000|65.5000	Precambrian|4000.0000|542.0000
\N	park formation	Middle Miocene|15.9700|11.6080	Precambrian|4000.0000|542.0000
\N	park formation	Late Pliocene|3.6000|2.5880	Precambrian|4000.0000|542.0000
\N	arikaree formation	Tertiary|66.00000|2.58800	Leonard|290.10000|268.00000
\N	park formation	Precambrian|4000.0000|542.0000	Cenozoic|66.00000|0.00000
\N	fourchu group	Hadrynian|850.0000|542.0000	Canadian|485.40000|468.10000
\N	rabbit ears volcanics	Paleocene|66.00000|56.00000	Miocene|23.03000|5.33300
\N	morrison formation	Mesozoic|252.17000|66.00000	Precambrian|4000.0000|542.0000
\N	park formation	Quaternary|2.58800|0.00000	Early Tertiary|65.5000|33.9000
\N	north park formation	Pliocene|5.33300|2.58800	Eocene|56.00000|33.90000
\N	windy gap member	Late Cretaceous|99.6000|65.5000	Precambrian|4000.0000|542.0000
\N	north park formation	Pliocene|5.33300|2.58800	Paleocene|66.00000|56.00000
\N	north park formation	Pliocene|5.33300|2.58800	Paleocene|66.00000|56.00000
\N	morrison formation	Triassic|252.17000|201.30000	Cretaceous|145.00000|66.00000
\N	rabbit ears volcanics	Precambrian|4000.0000|542.0000	Miocene|23.03000|5.33300
\N	troublesome formation	Triassic|252.17000|201.30000	Paleocene|66.00000|56.00000
\N	troublesome formation	Paleocene|66.00000|56.00000	Middle Miocene|15.9700|11.6080
\N	rabbit ears volcanics	Precambrian|4000.0000|542.0000	Late Tertiary|23.0300|2.5880
\N	park formation	Cretaceous|145.00000|66.00000	Pliocene|5.33300|2.58800
\N	colorado shale	Eocene|56.00000|33.90000	Quaternary|2.58800|0.00000
\N	rabbit ears volcanics	Paleocene|66.00000|56.00000	Late Tertiary|23.0300|2.5880
\N	troublesome formation	Precambrian|4000.0000|542.0000	Middle Miocene|15.9700|11.6080
\N	rabbit ears volcanics	Late Cretaceous|99.6000|65.5000	Late Oligocene|28.4000|23.0300
\N	north park formation	Middle Miocene|15.9700|11.6080	Mesozoic|252.17000|66.00000
\N	park formation	Late Cretaceous|99.6000|65.5000	Middle Tertiary|33.9000|23.0300
\N	benton shale	Mesozoic|252.17000|66.00000	Precambrian|4000.0000|542.0000
\N	colorado shale	Paleocene|66.00000|56.00000	Quaternary|2.58800|0.00000
\N	colorado shale	Paleocene|66.00000|56.00000	Quaternary|2.58800|0.00000
\N	colorado shale	Late Tertiary|23.0300|2.5880	Cambrian|541.00000|485.40000
\N	north park formation	Pliocene|5.33300|2.58800	Late Cretaceous|99.6000|65.5000
\N	north park formation	Pliocene|5.33300|2.58800	Late Cretaceous|99.6000|65.5000
\N	colorado shale	Precambrian|4000.0000|542.0000	Quaternary|2.58800|0.00000
\N	pierre shale	Precambrian|4000.0000|542.0000	Cretaceous|145.00000|66.00000
\N	troublesome formation	Precambrian|4000.0000|542.0000	Paleocene|66.00000|56.00000
\N	park formation	Paleozoic|541.00000|252.17000	Late Pliocene|3.6000|2.5880
\N	park formation	Tertiary|66.00000|2.58800	Paleozoic|541.00000|252.17000
\N	windy gap member	Paleocene|66.00000|56.00000	Precambrian|4000.0000|542.0000
\N	morrison formation	Precambrian|4000.0000|542.0000	Cretaceous|145.00000|66.00000
\N	boulder conglomerate	Precambrian|4000.0000|542.0000	Quaternary|2.58800|0.00000
\N	colorado shale	Miocene|23.03000|5.33300	Cambrian|541.00000|485.40000
\N	morrison formation	Tertiary|66.00000|2.58800	Permian|298.90000|252.17000
\N	westboro formation	Paleoproterozoic|2500.00000|1600.00000	Ediacaran|635.00000|541.00000
\N	rabbit ears volcanics	Late Cretaceous|99.6000|65.5000	Miocene|23.03000|5.33300
\N	troublesome formation	Middle Miocene|15.9700|11.6080	Early Tertiary|65.5000|33.9000
\N	troublesome formation	Late Pliocene|3.6000|2.5880	Early Tertiary|65.5000|33.9000
\N	troublesome formation	Quaternary|2.58800|0.00000	Precambrian|4000.0000|542.0000
\N	rabbit ears volcanics	Precambrian|4000.0000|542.0000	Oligocene|33.90000|23.03000
\N	gap volcanic member	Pliocene|5.33300|2.58800	Early Tertiary|65.5000|33.9000
\N	rabbit ears volcanics	Tertiary|66.00000|2.58800	Precambrian|4000.0000|542.0000
\N	rabbit ears volcanics	Pliocene|5.33300|2.58800	Mesozoic|252.17000|66.00000
\N	colorado shale	Cambrian|541.00000|485.40000	Quaternary|2.58800|0.00000
\N	troublesome formation	Paleocene|66.00000|56.00000	Triassic|252.17000|201.30000
\N	park formation	Quaternary|2.58800|0.00000	Early Eocene|55.8000|48.6000
\N	benton formation	Early Cretaceous|145.5000|99.6000	Late Cretaceous|99.6000|65.5000
\N	benton shale	Precambrian|4000.0000|542.0000	Cretaceous|145.00000|66.00000
\N	troublesome formation	Precambrian|4000.0000|542.0000	Triassic|252.17000|201.30000
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Quaternary|2.58800|0.00000
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Quaternary|2.58800|0.00000
\N	westboro formation	Cryogenian|850.00000|635.00000	Paleoproterozoic|2500.00000|1600.00000
\N	morrison formation	Late Jurassic|161.2000|145.5000	Permian|298.90000|252.17000
\N	morrison formation	Late Jurassic|161.2000|145.5000	Permian|298.90000|252.17000
\N	pierre shale	Mesozoic|252.17000|66.00000	Precambrian|4000.0000|542.0000
\N	park formation	Early Tertiary|65.5000|33.9000	Quaternary|2.58800|0.00000
\N	windy gap volcanic member	Pliocene|5.33300|2.58800	Early Tertiary|65.5000|33.9000
\N	troublesome formation	Triassic|252.17000|201.30000	Middle Miocene|15.9700|11.6080
\N	park formation	Pliocene|5.33300|2.58800	Cretaceous|145.00000|66.00000
\N	rabbit ears volcanics	Late Cretaceous|99.6000|65.5000	Late Tertiary|23.0300|2.5880
\N	troublesome formation	Early Tertiary|65.5000|33.9000	Pliocene|5.33300|2.58800
\N	dakota sandstone	Early Cretaceous|145.5000|99.6000	Late Jurassic|161.2000|145.5000
\N	park formation	Precambrian|4000.0000|542.0000	Middle Tertiary|33.9000|23.0300
\N	colorado shale	Miocene|23.03000|5.33300	Precambrian|4000.0000|542.0000
\N	rabbit ears volcanics	Precambrian|4000.0000|542.0000	Late Oligocene|28.4000|23.0300
\N	troublesome formation	Triassic|252.17000|201.30000	Late Tertiary|23.0300|2.5880
\N	park formation	Early Eocene|55.8000|48.6000	Quaternary|2.58800|0.00000
\N	windy gap volcanic member	Pliocene|5.33300|2.58800	Late Cretaceous|99.6000|65.5000
\N	windy gap volcanic member	Pliocene|5.33300|2.58800	Late Cretaceous|99.6000|65.5000
\N	benton shale	Late Cretaceous|99.6000|65.5000	Early Cretaceous|145.5000|99.6000
\N	morrison formation	Cretaceous|145.00000|66.00000	Precambrian|4000.0000|542.0000
\N	morrison formation	Precambrian|4000.0000|542.0000	Tertiary|66.00000|2.58800
\N	park formation	Paleozoic|541.00000|252.17000	Middle Tertiary|33.9000|23.0300
\N	park formation	Late Cretaceous|99.6000|65.5000	Precambrian|4000.0000|542.0000
\N	north park formation	Mesozoic|252.17000|66.00000	Middle Miocene|15.9700|11.6080
\N	westboro formation	Ediacaran|635.00000|541.00000	Paleoproterozoic|2500.00000|1600.00000
\N	rabbit ears volcanics	Precambrian|4000.0000|542.0000	Late Cretaceous|99.6000|65.5000
\N	troublesome formation	Late Pliocene|3.6000|2.5880	Paleocene|66.00000|56.00000
\N	troublesome formation	Late Pliocene|3.6000|2.5880	Paleocene|66.00000|56.00000
\N	troublesome formation	Middle Miocene|15.9700|11.6080	Paleocene|66.00000|56.00000
\N	niobrara formation	Quaternary|2.58800|0.00000	Late Cretaceous|99.6000|65.5000
\N	niobrara formation	Quaternary|2.58800|0.00000	Late Cretaceous|99.6000|65.5000
\N	morrison formation	Precambrian|4000.0000|542.0000	Late Jurassic|161.2000|145.5000
\N	troublesome formation	Precambrian|4000.0000|542.0000	Early Tertiary|65.5000|33.9000
\N	colorado shale	Quaternary|2.58800|0.00000	Cretaceous|145.00000|66.00000
\N	colorado shale	Cenozoic|66.00000|0.00000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Pliocene|5.33300|2.58800	Mesozoic|252.17000|66.00000
\N	park formation	Eocene|56.00000|33.90000	Late Pliocene|3.6000|2.5880
\N	benton shale	Cretaceous|145.00000|66.00000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Tertiary|66.00000|2.58800	Precambrian|4000.0000|542.0000
\N	park formation	Late Eocene|37.2000|33.9000	Late Cretaceous|99.6000|65.5000
\N	troublesome formation	Precambrian|4000.0000|542.0000	Late Miocene|11.6080|5.3320
\N	troublesome formation	Mesozoic|252.17000|66.00000	Quaternary|2.58800|0.00000
\N	morrison formation	Triassic|252.17000|201.30000	Early Cretaceous|145.5000|99.6000
\N	troublesome formation	Precambrian|4000.0000|542.0000	Oligocene|33.90000|23.03000
\N	denver formation	Late Cretaceous|99.6000|65.5000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Paleocene|66.00000|56.00000	Late Miocene|11.6080|5.3320
\N	colorado shale	Cenozoic|66.00000|0.00000	Cambrian|541.00000|485.40000
\N	gap volcanic member	Pliocene|5.33300|2.58800	Late Cretaceous|99.6000|65.5000
\N	gap volcanic member	Pliocene|5.33300|2.58800	Late Cretaceous|99.6000|65.5000
\N	colorado shale	Cretaceous|145.00000|66.00000	Late Miocene|11.6080|5.3320
\N	boulder conglomerate	Precambrian|4000.0000|542.0000	Mesozoic|252.17000|66.00000
\N	park formation	Quaternary|2.58800|0.00000	Paleozoic|541.00000|252.17000
\N	morrison formation	Early Cretaceous|145.5000|99.6000	Permian|298.90000|252.17000
\N	morrison formation	Early Cretaceous|145.5000|99.6000	Permian|298.90000|252.17000
\N	north park formation	Pliocene|5.33300|2.58800	Early Eocene|55.8000|48.6000
\N	park formation	Precambrian|4000.0000|542.0000	Late Pliocene|3.6000|2.5880
\N	park formation	Paleocene|66.00000|56.00000	Late Pliocene|3.6000|2.5880
\N	park formation	Paleocene|66.00000|56.00000	Late Pliocene|3.6000|2.5880
\N	troublesome formation	Late Pliocene|3.6000|2.5880	Triassic|252.17000|201.30000
\N	troublesome formation	Middle Miocene|15.9700|11.6080	Triassic|252.17000|201.30000
\N	troublesome formation	Triassic|252.17000|201.30000	Miocene|23.03000|5.33300
\N	park formation	Mesozoic|252.17000|66.00000	Pliocene|5.33300|2.58800
\N	rabbit ears volcanics	Precambrian|4000.0000|542.0000	Paleocene|66.00000|56.00000
\N	north park formation	Pliocene|5.33300|2.58800	Early Tertiary|65.5000|33.9000
\N	colorado shale	Late Miocene|11.6080|5.3320	Cambrian|541.00000|485.40000
\N	troublesome formation	Triassic|252.17000|201.30000	Early Tertiary|65.5000|33.9000
\N	park formation	Quaternary|2.58800|0.00000	Eocene|56.00000|33.90000
\N	park formation	Quaternary|2.58800|0.00000	Paleocene|66.00000|56.00000
\N	park formation	Quaternary|2.58800|0.00000	Paleocene|66.00000|56.00000
\N	dakota sandstone	Late Jurassic|161.2000|145.5000	Early Cretaceous|145.5000|99.6000
\N	park formation	Eocene|56.00000|33.90000	Precambrian|4000.0000|542.0000
\N	park formation	Paleocene|66.00000|56.00000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Paleocene|66.00000|56.00000	Late Tertiary|23.0300|2.5880
\N	morrison formation	Triassic|252.17000|201.30000	Tertiary|66.00000|2.58800
\N	benton shale	Precambrian|4000.0000|542.0000	Early Cretaceous|145.5000|99.6000
\N	pete gulch member	Oligocene|33.90000|23.03000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Precambrian|4000.0000|542.0000	Late Tertiary|23.0300|2.5880
\N	troublesome formation	Precambrian|4000.0000|542.0000	Miocene|23.03000|5.33300
\N	park formation	Late Cretaceous|99.6000|65.5000	Late Pliocene|3.6000|2.5880
\N	park formation	Late Cretaceous|99.6000|65.5000	Late Pliocene|3.6000|2.5880
\N	park formation	Quaternary|2.58800|0.00000	Late Cretaceous|99.6000|65.5000
\N	park formation	Quaternary|2.58800|0.00000	Late Cretaceous|99.6000|65.5000
\N	park formation	Late Miocene|11.6080|5.3320	Mesozoic|252.17000|66.00000
\N	denver formation	Eocene|56.00000|33.90000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Paleocene|66.00000|56.00000	Miocene|23.03000|5.33300
\N	colorado shale	Late Miocene|11.6080|5.3320	Precambrian|4000.0000|542.0000
\N	dakota sandstone	Precambrian|4000.0000|542.0000	Mesozoic|252.17000|66.00000
\N	fourchu group	Precambrian|4000.0000|542.0000	Canadian|485.40000|468.10000
\N	troublesome formation	Triassic|252.17000|201.30000	Oligocene|33.90000|23.03000
\N	morrison formation	Precambrian|4000.0000|542.0000	Early Cretaceous|145.5000|99.6000
\N	park formation	Late Eocene|37.2000|33.9000	Paleozoic|541.00000|252.17000
\N	denver formation	Paleocene|66.00000|56.00000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Triassic|252.17000|201.30000	Late Miocene|11.6080|5.3320
\N	pierre shale	Cretaceous|145.00000|66.00000	Precambrian|4000.0000|542.0000
\N	park formation	Paleozoic|541.00000|252.17000	Cenozoic|66.00000|0.00000
\N	niobrara formation	Late Cretaceous|99.6000|65.5000	Precambrian|4000.0000|542.0000
\N	park formation	Paleozoic|541.00000|252.17000	Late Eocene|37.2000|33.9000
\N	niobrara formation	Quaternary|2.58800|0.00000	Cretaceous|145.00000|66.00000
\N	park formation	Oligocene|33.90000|23.03000	Precambrian|4000.0000|542.0000
\N	rabbit ears volcanics	Precambrian|4000.0000|542.0000	Cretaceous|145.00000|66.00000
\N	park formation	Late Cretaceous|99.6000|65.5000	Early Oligocene|33.9000|28.4000
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Late Pliocene|3.6000|2.5880
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Late Pliocene|3.6000|2.5880
\N	chugwater formation	Precambrian|4000.0000|542.0000	Permian|298.90000|252.17000
\N	colorado shale	Quaternary|2.58800|0.00000	Late Cretaceous|99.6000|65.5000
\N	colorado shale	Quaternary|2.58800|0.00000	Late Cretaceous|99.6000|65.5000
\N	park formation	Early Tertiary|65.5000|33.9000	Late Pliocene|3.6000|2.5880
\N	denver formation	Precambrian|4000.0000|542.0000	Mesozoic|252.17000|66.00000
\N	colorado shale	Paleocene|66.00000|56.00000	Cambrian|541.00000|485.40000
\N	troublesome formation	Miocene|23.03000|5.33300	Paleocene|66.00000|56.00000
\N	park formation	Pliocene|5.33300|2.58800	Early Tertiary|65.5000|33.9000
\N	colorado shale	Eocene|56.00000|33.90000	Cambrian|541.00000|485.40000
\N	colorado shale	Cambrian|541.00000|485.40000	Pleistocene|2.58800|0.01170
\N	troublesome formation	Early Miocene|23.0300|15.9700	Triassic|252.17000|201.30000
\N	westboro formation	Ediacaran|635.00000|541.00000	Mesoproterozoic|1600.00000|1000.00000
\N	morrison formation	Tertiary|66.00000|2.58800	Precambrian|4000.0000|542.0000
\N	rabbit ears volcanics	Late Oligocene|28.4000|23.0300	Late Cretaceous|99.6000|65.5000
\N	park formation	Late Miocene|11.6080|5.3320	Precambrian|4000.0000|542.0000
\N	troublesome formation	Early Tertiary|65.5000|33.9000	Late Miocene|11.6080|5.3320
\N	boulder conglomerate	Mesozoic|252.17000|66.00000	Pliocene|5.33300|2.58800
\N	troublesome formation	Early Pliocene|5.3320|3.6000	Early Tertiary|65.5000|33.9000
\N	colorado shale	Eocene|56.00000|33.90000	Precambrian|4000.0000|542.0000
\N	colorado shale	Quaternary|2.58800|0.00000	Paleocene|66.00000|56.00000
\N	colorado shale	Quaternary|2.58800|0.00000	Paleocene|66.00000|56.00000
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Pleistocene|2.58800|0.01170
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Pleistocene|2.58800|0.01170
\N	troublesome formation	Miocene|23.03000|5.33300	Triassic|252.17000|201.30000
\N	morrison formation	Precambrian|4000.0000|542.0000	Jurassic|201.30000|145.00000
\N	park formation	Precambrian|4000.0000|542.0000	Mesozoic|252.17000|66.00000
\N	troublesome formation	Middle Tertiary|33.9000|23.0300	Triassic|252.17000|201.30000
\N	colorado shale	Quaternary|2.58800|0.00000	Eocene|56.00000|33.90000
\N	dakota sandstone	Early Cretaceous|145.5000|99.6000	Late Cretaceous|99.6000|65.5000
\N	rabbit ears volcanics	Precambrian|4000.0000|542.0000	Pliocene|5.33300|2.58800
\N	morrison formation	Jurassic|201.30000|145.00000	Tertiary|66.00000|2.58800
\N	troublesome formation	Precambrian|4000.0000|542.0000	Tertiary|66.00000|2.58800
\N	north park formation	Late Miocene|11.6080|5.3320	Mesozoic|252.17000|66.00000
\N	morrison formation	Late Jurassic|161.2000|145.5000	Precambrian|4000.0000|542.0000
\N	troublesome formation	Early Miocene|23.0300|15.9700	Paleocene|66.00000|56.00000
\N	colorado shale	Cambrian|541.00000|485.40000	Late Pliocene|3.6000|2.5880
\N	colorado shale	Paleocene|66.00000|56.00000	Precambrian|4000.0000|542.0000
\N	rabbit ears volcanics	Paleocene|66.00000|56.00000	Pliocene|5.33300|2.58800
\N	rabbit ears volcanics	Paleocene|66.00000|56.00000	Pliocene|5.33300|2.58800
\N	westboro formation	Mesoproterozoic|1600.00000|1000.00000	Cryogenian|850.00000|635.00000
\N	park formation	Cretaceous|145.00000|66.00000	Late Miocene|11.6080|5.3320
\N	colorado shale	Eocene|56.00000|33.90000	Late Pliocene|3.6000|2.5880
\N	rabbit ears volcanics	Oligocene|33.90000|23.03000	Late Cretaceous|99.6000|65.5000
\N	morrison formation	Permian|298.90000|252.17000	Precambrian|4000.0000|542.0000
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Cambrian|541.00000|485.40000
\N	dakota sandstone	Late Cretaceous|99.6000|65.5000	Precambrian|4000.0000|542.0000
\N	rabbit ears volcanics	Mesozoic|252.17000|66.00000	Precambrian|4000.0000|542.0000
\N	park formation	Precambrian|4000.0000|542.0000	Early Oligocene|33.9000|28.4000
\N	troublesome formation	Early Oligocene|33.9000|28.4000	Precambrian|4000.0000|542.0000
\N	park formation	Late Oligocene|28.4000|23.0300	Precambrian|4000.0000|542.0000
\N	colorado shale	Paleocene|66.00000|56.00000	Late Pliocene|3.6000|2.5880
\N	colorado shale	Paleocene|66.00000|56.00000	Late Pliocene|3.6000|2.5880
\N	troublesome formation	Pliocene|5.33300|2.58800	Precambrian|4000.0000|542.0000
\N	niobrara formation	Precambrian|4000.0000|542.0000	Mesozoic|252.17000|66.00000
\N	colorado shale	Precambrian|4000.0000|542.0000	Late Pliocene|3.6000|2.5880
\N	troublesome formation	Early Tertiary|65.5000|33.9000	Miocene|23.03000|5.33300
\N	troublesome formation	Late Miocene|11.6080|5.3320	Early Tertiary|65.5000|33.9000
\N	windy gap member	Pliocene|5.33300|2.58800	Paleocene|66.00000|56.00000
\N	windy gap member	Pliocene|5.33300|2.58800	Paleocene|66.00000|56.00000
\N	park formation	Mesozoic|252.17000|66.00000	Middle Miocene|15.9700|11.6080
\N	troublesome formation	Late Tertiary|23.0300|2.5880	Triassic|252.17000|201.30000
\N	rabbit ears volcanics	Late Cretaceous|99.6000|65.5000	Pliocene|5.33300|2.58800
\N	rabbit ears volcanics	Late Cretaceous|99.6000|65.5000	Pliocene|5.33300|2.58800
\N	colorado shale	Late Cretaceous|99.6000|65.5000	Precambrian|4000.0000|542.0000
